ncRNA Symbol,ncRNA Category,Species,Disease Name,Sample,Dysfunction Pattern,Validated Method,Description,Clinical Application,Causality,Causal Description,PubMed ID
HOTTIP,LncRNA,Homo sapiens,Ovarian Neoplasms,ovarian cancer tissue,Regulation[Wnt/β-catenin signaling],qRT-PCR," In the present study, our results observed that lncRNA HOTTIP expression levels were notably higher in ovarian cancer tissue samples compared to adjacent normal tissue samples. Furthermore, we demonstrated that inhibition of lncRNA HOTTIP suppressed Wnt/β-catenin signaling by downregulating β-catenin expression. Thus, these results suggest that aberrant HOTTIP expression level could serve as a promising biomarker for monitoring ovarian cancer and potential target of ovarian cancer treatment.", Increased lncRNA HOTTIP expression levels were significantly associated with advanced FIGO stage and lymph node metastasis of ovarian cancer patients. Survival plots analysis results showed high lncRNA HOTTIP expression levels in ovarian cancer patients showed a poor prognosis compared to patients with low lncRNA HOTTIP expression levels. ,Yes,Function assays showed that lncRNA HOTTIP knockdown in ovarian cancer cells decreased cell proliferation and cell invasion capacities. ,30452402
HOTTIP,LncRNA,Homo sapiens,Ovarian Neoplasms,,regulation[MEK/ERK pathway],Wound Healing Assay//Flow Cytometry//qRT-PCR//Colony Formation Assay//Transwell Assay,"In conclusion, HOTTIP was demonstrated to promote the proliferation, migration and invasion of OC cells by activating the MEK/ERK pathway.",,Yes,"The results demonstrated that knockdown of HOTTIP in OC cells significantly reduced the phosphorylation levels of MEK and ERK, inhibited the proliferation and invasion of OC cells and promoted their apoptosis.",33000231
HOTTIP,LncRNA,Homo sapiens,Ovarian Neoplasms,ovarian cancer cell lines and clinical tissues,regulation[miR-615-3p/SMARCE1 pathway],qRT-PCR," In this study, we demonstrated overexpression of HOTTIP in ovarian cancer cell lines and clinical tissues. In summary, lncRNA HOTTIP promotes the growth and metastatic phenotypes of ovarian cancer via regulating miR-615-3p/SMARCE1 pathway."," Further, we showed that higher level of HOTTIP was associated with poor survival of ovarian cancer patients.",Yes,"Notably, HOTTIP silencing restrained proliferation, migration, and invasiveness of ovarian carcinoma cells.",32783402
HOTTIP,LncRNA,Homo sapiens,Ovarian Neoplasms, OC tissue samples and cell lines,Interaction(miR-148a-3p/AKT2 axis ),qRT-PCR//Colony Formation Assay//Western Blot," The expression of HOTTIP was significantly upregulated in OC tissue samples and cell lines.  In addition, HOTTIP increased AKT2 expression by negatively regulating miR-148a-3p and then inhibited ASK1/JNK signaling. Further rescue experiments revealed that downregulation of miR-148a-3p and overexpression of AKT2 obviously diminished the effects of HOTTIP downregulation in OC cells. ",,Yes, The silencing of HOTTIP led to the inhibition of cell proliferation and NLRP1 inflammasome-mediated pyroptosis. ,33710684
HOTTIP,LncRNA,Homo sapiens,Ovarian Neoplasms,OCC tissues and cells,Interaction(HIF-1α ),RNA Pull-Down//Western Blot//CCK8//qRT-PCR//Flow Cytometry//ELISA//Transwell Assay,HOTTIP was highly expressed in OCC. RNA pull-down indicated a direct interaction between HIF-1α and HOTTIP.,,Yes,"After HOTTIP knockdown, HIF-1α expression and VEGF concentration in OCC were decreased. Cell migration, invasion, and cell viability were decreased. Cell apoptosis rate and G0/G1 phase cells were increased. ",36699159
HOTTIP,LncRNA,Homo sapiens,Squamous Cell Carcinoma of Head and Neck,"HNSCC tissues,cell lines",Expression[highly expressed],qRT-PCR,"Furthermore, it was proved that HOTTIP was upregulated in HNSCC cell lines and cancerous tissues compared with corresponding normal cell lines and normal tissues. ",,Yes,Functional assessment analysis revealed that HOTTIP might play a key role in the oncogenesis and progression of HNSCC.,31032351
HOTAIRM1,LncRNA,Homo sapiens,Glioblastoma,glioblastoma patients,Regulation(TGM2),In Vivo Experiment//Western Blot//qRT-PCR//RNA-seq//Colony Formation Assay," We identified HOTAIRM1 as a candidate lncRNA whose up-regulation is significantly associated with shorter survival of glioblastoma patients, independent from IDH mutation and MGMT promoter methylation.  HOTAIRM1 knock-down decreased expression of transglutaminase 2 (TGM2), a candidate protein implicated in mitochondrial function, and knock-down of TGM2 mimicked the phenotype of HOTAIRM1 down-regulation in glioblastoma cells. ",,Yes,"Glioblastoma cell line models uniformly showed reduced cell viability, decreased invasive growth and diminished colony formation capacity upon HOTAIRM1 down-regulation. Integrated proteogenomic analyses revealed impaired mitochondrial function and determination of reactive oxygen species (ROS) levels confirmed increased ROS levels upon HOTAIRM1 knock-down. ",34584066
HOTAIRM1,LncRNA,Homo sapiens,Thyroid Neoplasms, PTC tissues,regulation[miR-144],Western Blot//CCK8//qRT-PCR//RIP//Luciferase Report Assay//EdU Staining,"In this study, we identified a long noncoding RNA (lncRNA) HOTAIRM1, whose encoding gene was amplified and expression was upregulated in ATC compared with papillary thyroid cancer and normal thyroid. Altogether, these findings identified a genomic copy number amplified and highly expressed lncRNA HOTAIRM1, which exerted oncogenic roles via repressing miR-144 biogenesis in ATC. ",,Yes," Functional assays revealed that HOTAIRM1 promoted proliferation, inhibited apoptosis, and promoted migration and invasion of ATC cells in vitro, and promoted ATC tumour growth and metastasis in vivo.",32951513
HOTAIR,LncRNA,Homo sapiens,Osteosarcoma,OS tissues and cells,Interaction(miR-6888-3p/SYK ),CCK8//qRT-PCR//Western Blot," We found that HOTAIR and SYK were highly expressed in OS, whereas miR-6888-3p expression was low. Mechanistically, these results suggest that the HOTAIR sponge, miR-6888-3p, regulates SYK expression. ",,Yes," In addition, downregulation of HOTAIR or SYK significantly inhibited the growth and migration of OS cells and the PI3K/AKT pathway, both in vitro and in vivo. Additionally, downregulation of miR-6888-3p promoted the proliferation and migration of OS cells and activated the PI3K/AKT pathway.",35435107
HOTAIR,LncRNA,Homo sapiens,"Carcinoma, Non-Small-Cell Lung",cell lines,Regulation[miR-217/DACH1 signaling pathway],CCK8//qRT-PCR//Luciferase Report Assay//Western Blot,"HOTAIR was up-regulated and miR-217 was down-regulated in NSCLC cell lines.HOTAIR was up-regulated in NSCLC cell and regulates the proliferation, migration, invasion through the miR-217/DACH1 signaling pathway. It provides a novel potential treatment strategy for NSCLC.",,Yes, Silencing of HOTAIR significantly repressed cell proliferation and inhibited cell migration and invasion in H1299 and A549 cells by facilitating miR-217 expression.,30720199
HOTAIR,LncRNA,Homo sapiens,"Carcinoma, Non-Small-Cell Lung",NSCLC cells and tissues,Interaction(CCL22),qRT-PCR//Transwell Assay," In conclusion, this study suggests that HOTAIR may promote proliferation, migration and invasion of the NSCLC cells by inhibiting CCL22 expression, which may play a key role in NSCLC cell immunity.",,Yes," In conclusion, this study suggests that HOTAIR may promote proliferation, migration and invasion of the NSCLC cells by inhibiting CCL22 expression, which may play a key role in NSCLC cell immunity.",35176085
HOTAIR,LncRNA,Homo sapiens,Colorectal Neoplasms,CRC tissues and the CRC cell lines,Regulation[p21],Western Blot//Wound Healing Assay//Flow Cytometry//qRT-PCR//MTT//Transwell Assay," HOTAIR was found to be expressed at high levels, while p21 was determined to be at a low level among both the CRC tissues and the CRC cell lines.  The principal findings demonstrated that down-regulation of HOTAIR elicits an inhibitory effect on proliferation, invasion, and migration, while promoting the apoptosis of CRC cells through the up-regulation of p21. ","The expressions of HOTAIR and p21 were determined to be related to lymph node metastasis, tumor node metastasis, Dukes staging, distant metastases, histological types, and the degree of differentiation.",Yes," Cells transfected with HOTAIR siRNA displayed inhibited rates of proliferation, invasion, and migration, as well as decreased cyclin E and CDK2, while apoptosis and p21 were increased.",29808247
HOTAIR,LncRNA,Homo sapiens,Colorectal Neoplasms,"CRC tissues,cell lines",Interaction[recruiting EZH2],qRT-PCR," In this study, Hotair was found to be upregulated in colorectal cancer (CRC) cells and clinical specimens. In conclusion, Hotair mediated tumorigenesis via recruiting EZH2, which might shed light on the development of a novel therapeutic approach for patients with CRC.",,Yes,"Further investigation showed that knockdown of Hotair dramatically suppressed cell proliferation and colony formation, suggesting that Hotair may stimulate tumorigenesis of CRC.",30362162
HOTAIR,LncRNA,Homo sapiens,Colorectal Neoplasms,tissue and cell lines,Interaction(SNAIL/HNF4α ),CCK8//qRT-PCR//Western Blot," HOTAIR was highly expressed in both tissue and cell lines of colorectal cancer, indicated a regulatory function in colorectal cancer.We further found that HOTAIR suppressed HNF4α via recruiting SNAIL, and the overexpression of HNF4α inhibited cell viability, migration, invasion and EMT of colorectal cancer cells. We demonstrated that HOTAIR regulates the level of HNF4α via recruiting SNAIL, knocking down HOTAIR repressed the cell viability and metestasis of colorectal cancer cell line in vitro, and suppressed the tomorgenesis and migration/invasion of colorectal cancer in vivo.",,Yes,"Knock-down of HOTAIR suppressed cell viability, migration, invasion and epithelial-mesenchymal transition (EMT) of colorectal cancer cells in vitro, and inhibited the growth and metastasis of colorectal tumor in nude mice.",33588137
HOTAIR,LncRNA,Homo sapiens,Colorectal Neoplasms, tumor cell,Interaction(HOTAIR/miR-211-5p/FLT-1 axis ),RNA Pull-Down//Migration Assay//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Invasion Assay//Transwell Assay," We found that HOTAIR was highly expressed and predicted poor prognosis survival in CRC. Downregulation of HOTAIR repressed tumor malignant behaviors and cancer stemness. Mechanistically, HOTAIR facilitated the expression of the microRNA (miR)-211-5p target gene fms-like tyrosine kinase-1 (FLT-1), thereby modulating cancer stem cell (CSC) properties in CRC. We conclude that HOTAIR/miR-211-5p/FLT-1 axis contributes to CRC cancer stemness.", We found that HOTAIR was highly expressed and predicted poor prognosis survival in CRC. ,Yes,Downregulation of HOTAIR repressed tumor malignant behaviors and cancer stemness. ,34470574
HOTAIR,LncRNA,Homo sapiens,Colorectal Neoplasms, CRC tissues and cells,Interaction(miR-203a-3p/ Wnt/β-catenin signaling ),qRT-PCR//Western Blot," The expressions of HOTAIR were upregulated in CRC tissue tissues compared to adjacent control tissues. We also found HOTAIR was downregulated by miR-203a-3p in CRC cell lines. We also determined that β-catenin and GRG5 were inhibitory targets of miR-203a-3p, and that Wnt/β-catenin signaling was inhibited by both HOTAIR knockdown and miR-203a-3p overexpression. Significantly, we found that increased expression of miR-203a-3p is essential for cell proliferation repression, chemoresistance reduction, and Wnt/β-catenin signaling inhibition induced by HOTAIR knockdown.",,Yes, Both HOTAIR knockdown and miR-203a-3p overexpression in CRC cell lines led to inhibited cell proliferation and reduced chemoresistance. ,29680837
HOTAIR,LncRNA,Homo sapiens,Colonic Neoplasms,colon cancer tissues,Interaction[down-regulating miRNA-34a],CCK8//qRT-PCR//Luciferase Report Assay//Colony Formation Assay//EdU Staining,"QRT-PCR results showed that HOTAIR expression in colon cancer was significantly higher than that in normal tissues. QRT-PCR results showed that mRNA levels of miR-34a and HOTAIR in colon cancer tissues were negatively correlated. Besides, luciferase reporter gene assay revealed that overexpression of miR-34a significantly attenuated the luciferase activity of the wild-type HOTAIR vector group without attenuating the mutant HOTAIR vector group (p>0.05) In addition, the recovery experiment also found a mutual regulation between HOTAIR and miR-34a, together they could affect the malignant progression of colon cancer.",The incidence of distant metastasis was higher in patients with high expression of HOTAIR while their survival rate was lower than that of patients with low HOTAIR expression.,Yes,"Meanwhile, cell proliferation, invasion as well as migration ability of the cells in HOTAIR knockdown group was significantly decreased than those in the negative control group.",31298326
HOTAIR,LncRNA,Homo sapiens,Colonic Neoplasms,,Interaction[regulating IGF2BP2],Western Blot//Wound Healing Assay//Flow Cytometry//qRT-PCR//MTT//Luciferase Report Assay//Transwell Assay//IF,"We determined the expressions of HOTAIR, IGF2BP2, E-cadherin, and vimentin. Meanwhile, cell growth, cycle and apoptosis, migration, and invasion were assayed. LoVo cells were transplanted into nude mice, and tumor formation and microvessel density were evaluated. LncRNA HOTAIR positively regulated IGF2BP2. Besides, the expressions of HOTAIR and E-cadherin and the apoptosis were increased, while the expressions of IGF2BP2 and vimentin, the growth, invasion and migration of LoVo cells, the average tumor weight, and microvessel density value were decreased. Of importance, overexpressed IGF2BP2 could reverse the above impacts. ",,Yes,"Taken together, the current study indicates that silencing of HOTAIR could inhibit the invasion, proliferation, and migration, and promote apoptosis of colon cancer LoVo cells through suppressing IGF2BP2 and the epithelial-mesenchymal transition.",30335892
HOTAIR,LncRNA,Homo sapiens,"Thyroid Cancer, Papillary",PTC cells and tissues ,regulation[miR-488-5p/NUP205 Axis],CCK8//qRT-PCR//Colony Formation Assay//Transwell Assay," It was demonstrated that high expression of HOTAIR in PTC cells (BCPAP) and tissues resulted in fast tumor growth and poor survival time of the PTC-bearing mice models.HOTAIR promoted the growth, migration, and invasion of papillary thyroid carcinoma mainly through regulating the miR-488-5p/NUP205 axis.",,Yes," Moreover, overexpression of HOTAIR leaded to markedly enhanced proliferation, migration, and invasion of BCPAP cells.",33107391
HOTAIR,LncRNA,Homo sapiens,"Carcinoma, Renal Cell",cell lines,Interaction(miR-126/EGFL7 axis),In Vivo Experiment//RNA Pull-Down//Western Blot//CCK8//qRT-PCR//FISH//Luciferase Report Assay//IHC//Transwell Assay,"These findings suggest that lncRNA HOTAIR regulate RCC angiogenesis through miR-126/EGFL7 axis and provide a new perspective on the molecular pathways of angiogenesis in RCC development, which might be potential therapeutic targets for RCC treatment.",,Yes,"HOTAIR knockdown and miR-126 overexpression suppressed the proliferation, migration, and angiogenesis of RCC cells. HOTAIR regulated EGFL7 expression by competitively binding to miR-126.HOTAIR significantly suppressed the RCC tumor progression and lung metastasis in vivo. ",33502949
